代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
600629,华建集团,7.08,0.14,0.01,0.14,0.01,1.32,0.99,29.07万,5.19亿,36.72亿,11.17
300440,运达科技,7.14,0.14,0.01,0.00,0.04,0.97,1.40,114.47万,4.42亿,31.59亿,22.08
603699,纽威股份,14.37,0.14,0.02,-0.14,0.03,1.39,1.81,297.32万,7.50亿,107.78亿,20.17
603365,水星家纺,14.39,0.14,0.02,-0.21,0.01,0.78,0.77,21.43万,2.67亿,38.37亿,16.62
001696,宗申动力,7.26,0.14,0.01,0.28,0.21,4.62,2.35,1361.32万,8.79亿,63.82亿,12.41
002818,富森美,14.55,0.14,0.02,0.41,0.08,2.05,1.51,327.33万,2.98亿,43.41亿,14.11
000909,数源科技,7.32,0.14,0.01,0.27,0.01,0.53,0.68,22.50万,3.12亿,22.86亿,121.34
688309,恒誉环保,29.56,0.14,0.04,0.17,0.21,3.48,1.49,115.01万,1900.26万,5.62亿,51.69
002297,博云新材,7.45,0.13,0.01,0.00,0.24,1.31,2.02,828.34万,4.70亿,35.03亿,386.58
000029,深深房Ａ,7.45,0.13,0.01,0.27,0.11,0.94,1.88,700.24万,8.92亿,66.43亿,28.43
603059,倍加洁,23.00,0.13,0.03,-0.17,0.07,1.40,1.52,155.13万,1.00亿,23.02亿,24.00
300190,维尔利,7.73,0.13,0.01,-0.77,0.25,3.14,1.81,1452.41万,7.46亿,57.67亿,15.18
603528,多伦科技,7.77,0.13,0.01,-0.26,0.04,1.63,1.29,172.07万,6.24亿,48.49亿,65.13
002616,长青集团,7.81,0.13,0.01,-0.38,0.11,2.06,2.05,414.03万,4.70亿,36.72亿,16.53
300214,日科化学,7.84,0.13,0.01,0.13,0.10,1.81,0.77,273.65万,3.62亿,28.38亿,16.12
300541,先进数通,15.69,0.13,0.02,0.19,0.23,2.37,1.79,665.43万,1.86亿,29.20亿,32.66
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
300719,安达维尔,15.82,0.13,0.02,-0.32,0.23,1.36,1.77,664.87万,1.80亿,28.54亿,99.76
600768,宁波富邦,7.89,0.13,0.01,0.13,0.11,1.54,1.65,117.69万,1.34亿,10.55亿,399.70
688159,有方科技,23.61,0.13,0.03,0.30,0.05,1.79,2.04,68.61万,6104.99万,14.41亿,亏损
601007,金陵饭店,7.89,0.13,0.01,0.25,0.03,1.67,0.89,74.29万,3.00亿,23.67亿,117.83
300411,金盾股份,8.02,0.12,0.01,-0.37,0.15,1.41,1.75,199.19万,1.68亿,13.44亿,123.89
002966,苏州银行,8.00,0.12,0.01,0.00,0.30,3.88,1.25,3902.21万,16.25亿,129.99亿,10.37
002065,东华软件,8.04,0.12,0.01,0.00,0.06,1.67,1.37,1335.58万,28.08亿,225.74亿,37.15
603648,畅联股份,8.04,0.12,0.01,0.13,0.04,2.72,1.00,125.16万,3.69亿,29.64亿,26.64
002811,郑中设计,8.15,0.12,0.01,0.25,0.05,0.70,1.47,92.74万,2.44亿,19.85亿,45.56
688312,燕麦科技,24.46,0.12,0.03,-0.25,0.08,1.57,1.39,62.95万,3266.08万,7.99亿,34.34
002327,富安娜,8.21,0.12,0.01,0.12,0.04,1.11,1.34,151.29万,5.11亿,41.91亿,19.11
000685,中山公用,8.21,0.12,0.01,0.00,0.03,1.49,0.61,285.50万,12.53亿,102.89亿,8.61
300204,舒泰神,8.21,0.12,0.01,0.37,0.02,1.88,1.22,62.76万,4.67亿,38.35亿,亏损
002889,东方嘉盛,24.65,0.12,0.03,-0.04,0.03,1.06,0.65,54.68万,9022.18万,22.24亿,17.05
688377,迪威尔,16.46,0.12,0.02,0.06,0.20,4.39,0.61,152.35万,4623.36万,7.61亿,40.94
300085,银之杰,16.49,0.12,0.02,-0.06,0.23,1.67,1.21,1467.54万,3.80亿,62.67亿,亏损
600153,建发股份,8.26,0.12,0.01,0.00,0.07,2.37,0.85,1692.45万,28.35亿,234.19亿,6.30
300323,华灿光电,16.70,0.12,0.02,0.72,0.12,1.55,2.52,1641.65万,8.34亿,139.26亿,亏损
002134,天津普林,8.39,0.12,0.01,0.12,0.03,1.47,1.19,59.14万,2.46亿,20.63亿,84.19
688586,江航装备,25.30,0.12,0.03,0.40,0.21,2.37,1.62,484.35万,9286.12万,23.49亿,52.69
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
603488,展鹏科技,8.54,0.12,0.01,-0.12,0.07,2.59,1.64,174.00万,2.92亿,24.94亿,26.77
603839,安正时尚,8.57,0.12,0.01,0.71,0.04,2.82,0.70,123.00万,4.00亿,34.29亿,19.37
002097,山河智能,8.58,0.12,0.01,-0.12,0.27,3.06,1.52,2151.13万,9.23亿,79.19亿,16.39
300876,蒙泰高新,34.44,0.12,0.04,0.50,0.54,1.94,1.10,447.08万,2400.00万,8.26亿,41.29
600482,中国动力,17.21,0.12,0.02,0.35,0.05,1.94,0.58,516.44万,6.34亿,109.08亿,47.46
300749,顶固集创,8.74,0.12,0.01,0.58,0.11,1.06,0.69,81.45万,8626.77万,7.54亿,73.86
603429,集友股份,34.89,0.12,0.04,0.14,0.05,1.37,2.15,592.64万,3.73亿,129.99亿,290.88
600278,东方创业,8.84,0.11,0.01,0.23,0.01,1.46,1.13,70.45万,5.22亿,46.17亿,34.98
300245,天玑科技,8.92,0.11,0.01,0.34,0.10,2.30,1.68,261.07万,3.08亿,27.47亿,95.74
603357,设计总院,8.91,0.11,0.01,0.23,0.07,3.26,1.23,294.13万,4.55亿,40.59亿,10.55
300319,麦捷科技,9.01,0.11,0.01,1.46,0.40,3.97,3.00,2326.53万,6.58亿,59.33亿,66.27
600377,宁沪高速,9.22,0.11,0.01,0.33,0.01,1.75,0.65,499.89万,38.02亿,350.56亿,18.38
688513,苑东生物,46.21,0.11,0.05,-0.07,0.10,1.44,0.43,119.18万,2587.74万,11.96亿,31.15
300112,万讯自控,9.25,0.11,0.01,0.43,0.19,1.10,1.62,380.11万,2.15亿,19.91亿,28.93
000034,神州数码,18.48,0.11,0.02,0.16,0.10,1.58,1.30,878.98万,4.97亿,91.91亿,23.22
000610,西安旅游,9.34,0.11,0.01,0.43,0.48,2.65,2.25,1061.99万,2.35亿,21.99亿,18.81
002848,高斯贝尔,9.40,0.11,0.01,0.11,0.10,2.41,0.96,95.99万,9871.45万,9.28亿,亏损
002830,名雕股份,9.45,0.11,0.01,0.00,0.09,1.22,1.91,53.59万,6660.25万,6.29亿,亏损
300386,飞天诚信,19.10,0.10,0.02,1.27,0.38,1.40,2.31,1624.78万,2.26亿,43.19亿,177.24
603339,四方科技,9.60,0.10,0.01,0.21,0.01,1.10,0.94,43.07万,3.09亿,29.71亿,23.09
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
300729,乐歌股份,38.86,0.10,0.03,0.18,0.14,2.31,1.80,735.93万,1.35亿,52.37亿,25.07
300381,溢多利,9.79,0.10,0.01,0.62,0.05,1.24,1.33,218.63万,4.71亿,46.07亿,28.83
002335,科华数据,19.65,0.10,0.02,0.87,0.07,1.77,1.63,573.56万,3.95亿,77.61亿,26.49
300921,南凌科技,40.13,0.10,0.04,0.10,0.40,1.66,1.12,287.95万,1823.00万,7.31亿,40.07
600846,同济科技,10.00,0.10,0.01,0.10,0.53,2.69,1.50,3321.95万,6.25亿,62.41亿,11.51
002653,海思科,20.13,0.10,0.02,0.40,0.02,0.68,1.39,210.01万,4.75亿,95.61亿,34.97
603320,迪贝电气,10.20,0.10,0.01,0.39,0.01,0.68,0.88,13.74万,1.30亿,13.26亿,31.37
603269,海鸥股份,10.24,0.10,0.01,0.49,0.01,0.60,1.37,12.72万,1.13亿,11.52亿,241.00
300229,拓尔思,10.35,0.10,0.01,-0.19,0.16,1.90,1.93,1135.76万,7.05亿,73.02亿,61.66
002346,柘中股份,10.32,0.10,0.01,0.39,0.01,1.26,0.78,55.77万,3.95亿,40.73亿,599.14
002585,双星新材,10.31,0.10,0.01,0.59,0.32,1.84,1.94,2891.66万,8.80亿,90.71亿,16.54
600650,锦江投资,10.30,0.10,0.01,-0.10,0.05,1.05,1.65,210.80万,3.91亿,40.27亿,63.99
002186,全 聚 德,10.41,0.10,0.01,0.29,0.03,1.42,1.83,108.42万,3.08亿,32.07亿,亏损
300123,亚光科技,10.38,0.10,0.01,0.48,0.14,1.72,1.54,1272.83万,9.02亿,93.63亿,154.67
002396,星网锐捷,21.22,0.09,0.02,0.33,0.06,1.32,0.99,766.05万,5.83亿,123.77亿,28.12
603959,百利科技,10.68,0.09,0.01,0.57,0.02,0.85,1.41,105.90万,4.90亿,52.36亿,78.54
601577,长沙银行,10.61,0.09,0.01,-0.19,0.38,3.34,2.07,3971.80万,9.95亿,105.70亿,6.81
603681,永冠新材,21.56,0.09,0.02,-0.23,0.73,2.52,0.93,970.72万,6165.72万,13.29亿,19.43
002539,云图控股,10.77,0.09,0.01,0.00,0.67,4.24,2.51,4805.53万,6.56亿,70.70亿,21.54
300821,东岳硅材,10.80,0.09,0.01,0.28,0.35,1.92,1.57,1129.42万,3.00亿,32.40亿,86.13
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
600739,辽宁成大,21.80,0.09,0.02,-0.14,0.04,1.62,0.69,1280.96万,15.30亿,333.63亿,9.90
002026,山东威达,11.11,0.09,0.01,0.00,0.30,1.10,1.80,1438.83万,4.23亿,46.99亿,18.47
300695,兆丰股份,55.36,0.09,0.05,0.38,0.01,1.22,0.90,28.05万,6667.77万,36.91亿,21.54
605299,舒华体育,11.08,0.09,0.01,0.09,0.24,1.13,0.72,133.15万,5000.00万,5.54亿,46.01
002428,云南锗业,11.30,0.09,0.01,0.62,0.31,2.21,1.86,2220.58万,6.44亿,72.81亿,326.10
603387,基蛋生物,34.10,0.09,0.03,-0.87,0.45,12.97,4.14,3993.26万,2.60亿,88.56亿,28.46
603567,珍宝岛,11.54,0.09,0.01,-0.26,0.02,2.38,1.39,172.00万,8.49亿,97.99亿,30.52
002868,绿康生化,11.85,0.09,0.01,0.25,0.02,2.48,0.42,40.45万,1.55亿,18.42亿,31.95
600475,华光环能,12.00,0.08,0.01,0.42,0.03,1.53,1.67,174.55万,5.44亿,65.22亿,11.91
688093,世华科技,24.02,0.08,0.02,0.08,0.15,1.47,1.21,140.03万,3911.30万,9.39亿,32.05
002883,中设股份,12.16,0.08,0.01,0.33,0.08,2.99,0.74,86.24万,8914.89万,10.84亿,27.16
600837,海通证券,12.14,0.08,0.01,0.00,0.05,1.78,0.91,5075.08万,84.83亿,1029.80亿,14.58
600007,中国国贸,12.19,0.08,0.01,0.25,0.02,5.00,0.82,237.96万,10.07亿,122.79亿,15.04
002853,皮阿诺,24.35,0.08,0.02,0.62,0.05,1.34,1.44,174.74万,1.55亿,37.83亿,23.25
603551,奥普家居,12.50,0.08,0.01,0.16,0.01,0.86,0.48,20.61万,1.34亿,16.72亿,29.60
300494,盛天网络,12.71,0.08,0.01,0.24,0.14,1.19,1.73,291.81万,1.60亿,20.29亿,39.17
600055,万东医疗,12.88,0.08,0.01,0.47,0.14,1.25,1.24,1004.66万,5.41亿,69.66亿,35.29
002815,崇达技术,12.92,0.08,0.01,0.31,0.10,1.89,1.16,524.12万,4.30亿,55.52亿,22.80
603315,福鞍股份,12.96,0.08,0.01,-0.54,0.13,2.81,1.00,363.36万,2.20亿,28.51亿,40.98
002095,生 意 宝,13.29,0.07,0.01,0.38,0.05,1.59,1.73,162.15万,2.52亿,33.45亿,130.09
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
688013,天臣医疗,27.20,0.07,0.02,-0.33,0.23,2.42,1.80,103.58万,1628.78万,4.43亿,62.26
002908,德生科技,13.47,0.07,0.01,0.15,0.17,2.71,1.41,322.16万,1.43亿,19.28亿,57.10
300599,雄塑科技,13.88,0.07,0.01,0.58,0.17,1.08,1.59,349.35万,1.50亿,20.83亿,19.86
300569,天能重工,13.89,0.07,0.01,0.80,0.22,1.70,1.37,752.10万,2.51亿,34.93亿,16.23
605116,奥锐特,14.14,0.07,0.01,-0.35,0.09,0.74,1.34,51.72万,4100.00万,5.80亿,30.33
688687,凯因科技,28.73,0.07,0.02,-0.42,0.32,0.93,1.32,358.47万,3862.37万,11.10亿,64.40
003002,壶化股份,14.49,0.07,0.01,0.42,0.31,1.16,1.38,220.24万,5000.00万,7.25亿,31.39
603103,横店影视,14.55,0.07,0.01,0.00,0.02,1.44,1.10,201.92万,6.34亿,92.28亿,亏损
603258,电魂网络,29.67,0.07,0.02,0.51,0.06,1.29,1.28,454.15万,2.41亿,71.57亿,17.81
605001,威奥股份,14.83,0.07,0.01,0.00,0.06,0.90,0.34,72.07万,7556.00万,11.21亿,122.17
300743,天地数码,14.71,0.07,0.01,-0.61,0.08,1.53,2.11,67.45万,5447.44万,8.01亿,73.75
300570,太辰光,14.93,0.07,0.01,0.47,0.04,0.98,1.61,122.36万,1.92亿,28.64亿,47.02
605178,时空科技,47.49,0.06,0.03,0.13,0.07,1.24,0.55,60.65万,1772.70万,8.42亿,27.40
603982,泉峰汽车,16.02,0.06,0.01,0.76,0.35,2.71,1.31,451.13万,8144.00万,13.05亿,38.60
000063,中兴通讯,32.35,0.06,0.02,-0.06,0.18,3.53,0.65,2.20亿,38.57亿,1247.86亿,34.18
003020,立方制药,32.28,0.06,0.02,-0.12,0.32,2.05,1.12,238.44万,2316.00万,7.48亿,22.50
300679,电连技术,32.90,0.06,0.02,0.06,0.21,3.55,2.68,1430.49万,2.05亿,67.34亿,33.96
002751,易尚展示,17.20,0.06,0.01,0.47,0.06,1.13,0.81,133.31万,1.22亿,20.93亿,77.19
601318,中国平安,86.80,0.06,0.05,-0.34,0.14,3.48,1.67,13.35亿,108.33亿,9402.75亿,11.09
300901,中胤时尚,17.50,0.06,0.01,-0.63,0.38,1.80,1.26,382.04万,5688.80万,9.96亿,37.31
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
603968,醋化股份,17.56,0.06,0.01,0.11,0.05,1.15,0.91,182.92万,2.04亿,35.91亿,13.85
300498,温氏股份,18.40,0.05,0.01,0.22,0.05,2.39,1.41,4696.51万,48.37亿,890.00亿,15.82
603043,广州酒家,37.66,0.05,0.02,0.67,0.04,1.96,1.17,620.30万,4.04亿,152.14亿,31.74
605199,葫芦娃,19.45,0.05,0.01,-0.26,0.23,2.41,1.13,183.77万,4010.00万,7.80亿,77.74
688011,新光光电,40.13,0.05,0.02,0.05,0.04,0.60,0.45,72.55万,4078.14万,16.37亿,165.88
600566,济川药业,20.43,0.05,0.01,-0.20,0.02,1.51,0.49,357.10万,8.15亿,166.49亿,14.18
603351,威尔药业,20.28,0.05,0.01,-0.25,0.05,0.60,0.64,60.28万,5966.58万,12.10亿,26.29
603489,八方股份,215.66,0.05,0.10,-0.97,0.07,1.82,1.61,1061.77万,7140.00万,153.98亿,63.54
300379,东方通,44.12,0.04,0.02,0.64,0.15,1.53,1.93,1815.01万,2.67亿,117.59亿,880.23
300945,曼卡龙,22.80,0.04,0.01,1.33,2.05,1.50,2.28,2234.02万,4836.68万,11.03亿,63.10
002987,京北方,46.05,0.04,0.02,-0.15,0.13,1.38,1.26,246.73万,4017.00万,18.50亿,30.14
002281,光迅科技,24.74,0.04,0.01,0.00,0.10,1.94,0.89,1719.24万,6.63亿,164.13亿,33.30
603217,元利科技,25.01,0.04,0.01,0.52,0.05,1.47,1.32,56.33万,4569.94万,11.43亿,21.49
688568,中科星图,50.19,0.04,0.02,-0.22,0.05,0.81,1.51,131.27万,4955.53万,24.87亿,75.01
002990,盛视科技,76.70,0.04,0.03,-0.26,0.12,1.39,0.90,300.15万,3156.00万,24.21亿,47.19
688333,铂力特,166.00,0.04,0.06,0.48,0.11,1.71,1.69,766.16万,4232.03万,70.25亿,154.88
603238,诺邦股份,29.87,0.03,0.01,-0.73,0.09,1.93,2.14,324.77万,1.20亿,35.89亿,12.89
688018,乐鑫科技,123.34,0.03,0.04,0.00,0.11,2.28,2.03,610.91万,4437.05万,54.73亿,94.87
002607,中公教育,33.11,0.03,0.01,-0.42,0.10,2.30,1.57,5382.26万,16.02亿,530.51亿,115.95
002612,朗姿股份,34.13,0.03,0.01,-1.53,1.93,3.58,4.46,1.73亿,2.61亿,89.20亿,109.73
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
601366,利群股份,6.62,-0.15,-0.01,0.15,0.02,1.67,0.45,117.34万,8.34亿,55.21亿,81.20
002735,王子新材,26.22,-0.15,-0.04,0.27,0.20,0.79,0.95,493.31万,9247.79万,24.27亿,68.99
002522,浙江众成,6.50,-0.15,-0.01,-0.31,0.07,1.76,1.69,408.77万,8.56亿,55.63亿,36.32
600383,金地集团,12.93,-0.15,-0.02,0.23,0.04,0.64,0.93,2231.44万,45.15亿,583.74亿,8.77
600838,上海九百,6.50,-0.15,-0.01,0.15,0.03,1.28,0.92,74.44万,4.01亿,26.06亿,48.13
002739,万达电影,19.38,-0.15,-0.03,0.10,0.11,2.09,0.98,4291.83万,19.52亿,378.42亿,亏损
002667,鞍重股份,6.43,-0.15,-0.01,-0.31,0.01,0.63,0.62,15.31万,2.31亿,14.85亿,294.21
002406,远东传动,6.43,-0.15,-0.01,0.00,0.12,2.86,0.93,373.91万,4.73亿,30.41亿,12.27
002590,万安科技,6.42,-0.16,-0.01,0.00,0.02,1.38,0.47,64.05万,4.33亿,27.82亿,47.04
002037,保利联合,6.41,-0.16,-0.01,-0.16,0.09,2.52,0.94,189.71万,3.27亿,20.98亿,35.27
600015,华夏银行,6.37,-0.16,-0.01,-0.16,0.05,2.19,0.78,3921.34万,128.23亿,818.09亿,4.61
300378,鼎捷软件,25.50,-0.16,-0.04,0.12,0.12,1.32,1.29,790.39万,2.66亿,67.79亿,70.85
300757,罗博特科,31.53,-0.16,-0.05,0.13,0.03,1.25,1.33,54.08万,5486.78万,17.30亿,432.73
600620,天宸股份,6.34,-0.16,-0.01,0.16,0.02,1.34,1.42,81.44万,6.87亿,43.54亿,30.58
300663,科蓝软件,18.87,-0.16,-0.03,-0.05,0.11,1.57,1.16,487.23万,2.27亿,42.84亿,亏损
600874,创业环保,6.29,-0.16,-0.01,0.00,0.03,1.43,1.11,230.37万,10.87亿,68.39亿,15.42
002267,陕天然气,6.24,-0.16,-0.01,-0.16,0.01,1.05,0.48,70.00万,11.12亿,69.39亿,19.46
600615,丰华股份,6.26,-0.16,-0.01,0.32,0.04,0.68,0.96,45.15万,1.88亿,11.75亿,亏损
000016,深康佳Ａ,6.20,-0.16,-0.01,0.00,0.06,1.63,0.97,607.18万,15.97亿,98.99亿,18.20
603385,惠达卫浴,12.38,-0.16,-0.02,0.49,0.07,1.29,1.21,321.98万,3.69亿,45.73亿,15.32
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
002881,美格智能,18.59,-0.16,-0.03,0.43,0.09,1.29,1.13,171.33万,1.07亿,19.98亿,208.86
000650,仁和药业,6.20,-0.16,-0.01,-0.32,0.11,1.90,1.77,769.81万,11.80亿,73.18亿,17.58
300180,华峰超纤,6.16,-0.16,-0.01,-0.49,0.17,2.62,2.91,1379.26万,13.36亿,82.41亿,51.47
603609,禾丰牧业,12.35,-0.16,-0.02,0.00,0.05,1.92,0.73,564.13万,9.04亿,111.77亿,9.20
603508,思维列控,24.47,-0.16,-0.04,-0.49,0.07,1.44,1.31,369.39万,2.25亿,55.08亿,27.99
600867,通化东宝,12.26,-0.16,-0.02,0.08,0.04,1.09,0.41,856.65万,20.27亿,248.51亿,26.84
300181,佐力药业,6.09,-0.16,-0.01,-0.16,0.08,1.18,1.15,217.04万,4.64亿,28.29亿,44.65
600992,贵绳股份,6.04,-0.17,-0.01,0.00,0.05,2.16,1.16,68.39万,2.45亿,14.80亿,54.37
002150,通润装备,6.05,-0.17,-0.01,-0.33,0.06,3.59,1.65,136.30万,3.55亿,21.48亿,16.73
000788,北大医药,6.04,-0.17,-0.01,0.33,0.01,0.74,0.50,52.10万,5.96亿,36.00亿,70.46
002883,中设股份,12.13,-0.17,-0.02,0.17,0.10,3.93,0.74,113.22万,8914.89万,10.81亿,27.10
002897,意华股份,24.15,-0.17,-0.04,0.25,0.04,0.95,0.95,143.90万,1.57亿,37.92亿,18.29
002736,国信证券,11.99,-0.17,-0.02,0.00,0.01,0.96,0.58,949.47万,88.27亿,1059.25亿,15.80
002048,宁波华翔,18.06,-0.17,-0.03,-0.33,0.13,1.25,1.05,1347.83万,5.58亿,100.86亿,13.71
600897,厦门空港,17.91,-0.17,-0.03,0.00,0.05,3.38,1.50,288.13万,2.98亿,53.34亿,41.30
002330,得利斯,5.98,-0.17,-0.01,0.00,0.02,1.46,0.50,56.70万,5.02亿,30.01亿,84.11
600284,浦东建设,5.93,-0.17,-0.01,0.17,0.03,1.66,0.67,160.09万,9.70亿,57.54亿,12.94
688009,中国通号,5.84,-0.17,-0.01,0.34,0.06,1.31,0.51,631.52万,19.81亿,115.67亿,16.19
002211,宏达新材,5.86,-0.17,-0.01,-0.34,0.30,1.74,3.41,573.17万,3.10亿,18.15亿,55.33
000777,中核科技,11.69,-0.17,-0.02,-0.17,0.05,1.33,0.60,207.00万,3.83亿,44.82亿,63.62
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
600133,东湖高新,5.81,-0.17,-0.01,0.00,0.04,0.96,0.69,203.72万,7.76亿,45.08亿,11.47
300738,奥飞数据,40.44,-0.17,-0.07,-0.64,0.29,2.99,1.93,2292.32万,1.94亿,78.47亿,54.67
688008,澜起科技,75.26,-0.17,-0.13,0.04,0.14,1.60,1.70,4506.10万,4.21亿,317.03亿,77.09
000537,广宇发展,5.78,-0.17,-0.01,-0.52,0.04,1.36,1.38,371.01万,17.31亿,100.08亿,4.23
603567,珍宝岛,11.50,-0.17,-0.02,-0.78,0.02,2.36,1.39,195.25万,8.49亿,97.74亿,30.44
605058,澳弘电子,23.01,-0.17,-0.04,0.09,0.39,2.17,0.82,320.77万,3573.10万,8.22亿,28.99
000158,常山北明,5.70,-0.17,-0.01,-0.52,0.06,1.23,1.40,577.46万,15.73亿,89.69亿,亏损
603326,我乐家居,11.30,-0.18,-0.02,-0.18,0.03,0.91,1.24,102.75万,3.15亿,35.55亿,22.36
000759,中百集团,5.63,-0.18,-0.01,-0.35,0.03,1.76,1.06,100.03万,6.81亿,38.32亿,42.78
002215,诺 普 信,5.65,-0.18,-0.01,0.18,0.11,2.51,0.88,444.65万,7.16亿,40.47亿,28.56
300013,新宁物流,5.64,-0.18,-0.01,0.00,0.09,1.61,1.42,225.26万,4.18亿,23.59亿,亏损
600606,绿地控股,5.65,-0.18,-0.01,-0.53,0.04,1.16,1.59,2452.42万,121.68亿,687.50亿,5.01
603817,海峡环保,5.58,-0.18,-0.01,0.00,0.02,1.15,0.36,51.08万,4.50亿,25.11亿,19.13
002106,莱宝高科,11.13,-0.18,-0.02,-0.09,0.14,2.36,0.90,1084.81万,7.04亿,78.37亿,18.65
300323,华灿光电,16.65,-0.18,-0.03,-0.54,0.12,1.60,2.52,1695.33万,8.34亿,138.84亿,亏损
300239,东宝生物,5.53,-0.18,-0.01,-0.36,0.61,6.08,2.17,1696.71万,5.05亿,27.93亿,205.17
300534,陇神戎发,5.48,-0.18,-0.01,0.00,0.07,1.60,0.73,120.21万,3.00亿,16.46亿,亏损
300858,科拓生物,54.63,-0.18,-0.10,-0.09,0.15,1.56,0.73,164.43万,2063.00万,11.27亿,46.61
002580,圣阳股份,5.45,-0.18,-0.01,0.00,0.12,1.67,1.10,198.30万,3.13亿,17.05亿,71.42
603009,北特科技,5.47,-0.18,-0.01,-0.18,0.04,1.36,0.91,72.82万,3.28亿,17.94亿,141.26
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
300144,宋城演艺,21.80,-0.18,-0.04,0.46,0.13,1.45,1.56,6402.82万,22.09亿,481.50亿,319.62
002453,华软科技,5.42,-0.18,-0.01,-0.18,0.03,0.71,1.29,91.70万,5.71亿,30.96亿,310.43
002941,新疆交建,10.87,-0.18,-0.02,0.74,0.26,2.26,1.47,549.10万,1.93亿,20.99亿,59.18
002029,七 匹 狼,5.40,-0.18,-0.01,-0.19,0.02,1.20,0.74,80.81万,7.35亿,39.69亿,51.19
002020,京新药业,10.72,-0.19,-0.02,-0.46,0.06,1.05,1.30,393.54万,5.91亿,63.31亿,11.57
688101,三达膜,16.12,-0.19,-0.03,0.19,0.04,1.94,1.36,111.16万,1.80亿,28.94亿,22.93
002901,大博医疗,53.69,-0.19,-0.10,0.04,0.02,1.75,1.13,433.46万,3.40亿,182.54亿,37.88
002620,瑞和股份,5.36,-0.19,-0.01,-0.19,0.10,2.96,0.56,162.24万,3.10亿,16.61亿,12.38
300786,国林科技,21.47,-0.19,-0.04,0.09,0.17,1.75,1.02,192.40万,5198.14万,11.15亿,24.19
603662,柯力传感,26.65,-0.19,-0.05,0.41,0.05,2.13,0.71,96.00万,7618.50万,20.30亿,21.30
605198,德利股份,21.30,-0.19,-0.04,0.09,0.11,0.99,0.61,48.31万,2000.00万,4.26亿,49.50
002350,北京科锐,5.33,-0.19,-0.01,-0.19,0.03,1.55,1.12,78.20万,5.37亿,28.69亿,83.93
601990,南京证券,10.63,-0.19,-0.02,-0.38,0.11,2.88,0.94,2337.47万,20.61亿,219.50亿,48.46
000048,京基智农,26.70,-0.19,-0.05,0.79,0.03,1.26,1.01,285.69万,4.02亿,107.44亿,48.59
600048,保利地产,16.06,-0.19,-0.03,0.06,0.03,0.51,1.18,6280.13万,119.69亿,1921.10亿,6.65
002452,长高集团,5.28,-0.19,-0.01,-0.57,0.06,1.34,1.32,148.11万,4.38亿,23.10亿,13.79
002911,佛燃能源,15.84,-0.19,-0.03,0.76,0.01,2.80,1.45,130.19万,5.56亿,88.02亿,18.94
601162,天风证券,5.25,-0.19,-0.01,-0.19,0.15,2.75,0.76,3053.70万,38.38亿,201.52亿,37.38
600496,精工钢构,5.26,-0.19,-0.01,-0.76,0.26,1.90,2.09,2382.03万,17.13亿,90.10亿,16.25
300303,聚飞光电,5.26,-0.19,-0.01,-0.38,0.11,2.05,1.33,651.88万,11.50亿,60.48亿,21.83
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
600125,铁龙物流,5.26,-0.19,-0.01,0.00,0.06,1.72,0.95,424.80万,13.06亿,68.67亿,13.77
000605,渤海股份,5.22,-0.19,-0.01,0.19,0.03,1.10,1.53,51.07万,3.36亿,17.52亿,56.36
688356,键凯科技,103.46,-0.19,-0.20,0.64,0.18,0.83,1.66,269.68万,1425.00万,14.74亿,71.46
603093,南华期货,15.54,-0.19,-0.03,-0.13,0.19,1.56,0.83,324.62万,1.10亿,17.16亿,100.57
300561,汇金科技,15.54,-0.19,-0.03,0.13,0.36,1.63,1.60,751.03万,1.34亿,20.91亿,182.46
002152,广电运通,10.36,-0.19,-0.02,0.00,0.10,1.76,1.45,2474.82万,23.94亿,247.99亿,35.65
000702,正虹科技,5.17,-0.19,-0.01,0.00,0.13,1.88,0.77,175.87万,2.67亿,13.79亿,2354.65
002675,东诚药业,20.60,-0.19,-0.04,0.15,0.04,1.42,2.96,617.10万,6.82亿,140.47亿,36.63
