代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
000066,中国长城,17.12,-1.83,-0.32,-0.18,0.24,1.24,1.43,1.19亿,29.28亿,501.24亿,亏损
601179,中国西电,4.27,-1.84,-0.08,-0.47,0.12,2.08,1.15,2657.19万,51.26亿,218.88亿,77.40
600570,恒生电子,90.61,-1.84,-1.70,-0.08,0.13,1.29,1.57,1.25亿,10.44亿,946.47亿,166.90
002190,成飞集成,26.65,-1.84,-0.50,-1.04,0.49,4.15,2.91,4716.10万,3.59亿,95.60亿,664.28
002798,帝欧家居,22.37,-1.84,-0.42,-0.84,0.37,2.04,2.33,1900.23万,2.27亿,50.74亿,16.10
000860,顺鑫农业,52.68,-1.84,-0.99,-0.13,0.18,1.89,1.30,7212.93万,7.42亿,390.76亿,67.60
300589,江龙船艇,24.43,-1.85,-0.46,-0.77,1.15,1.62,3.17,2910.94万,1.02亿,25.01亿,136.79
688561,奇安信-U,112.09,-1.85,-2.11,0.36,0.35,1.55,1.93,2872.57万,7316.48万,82.01亿,亏损
603179,新泉股份,29.15,-1.85,-0.55,0.14,0.06,0.82,1.62,585.25万,3.18亿,92.70亿,47.68
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
600267,海正药业,16.42,-1.85,-0.31,0.06,0.18,2.81,1.38,2876.80万,9.66亿,158.54亿,34.72
000798,中水渔业,9.00,-1.85,-0.17,-0.22,1.02,1.72,2.40,2941.41万,3.19亿,28.74亿,亏损
600196,复星医药,43.88,-1.86,-0.83,-0.34,0.22,2.79,1.48,1.95亿,20.11亿,882.81亿,34.04
600489,中金黄金,8.98,-1.86,-0.17,-0.33,0.36,2.07,1.53,1.19亿,36.56亿,328.29亿,31.48
600114,东睦股份,8.43,-1.86,-0.16,-0.59,0.26,2.19,1.86,1344.35万,6.13亿,51.70亿,80.56
300037,新宙邦,81.54,-1.86,-1.55,0.78,0.33,1.77,1.19,7853.82万,2.90亿,236.74亿,64.54
002214,大立科技,25.20,-1.87,-0.48,0.08,0.18,1.42,1.99,1663.75万,3.58亿,90.09亿,27.89
300869,康泰医学,86.58,-1.87,-1.65,-0.02,1.00,2.07,2.17,3586.28万,4100.00万,35.50亿,50.67
600600,青岛啤酒,77.21,-1.88,-1.48,0.01,0.21,1.79,1.27,1.12亿,6.96亿,537.38亿,26.53
000060,中金岭南,4.68,-1.89,-0.09,-0.64,0.55,2.30,1.68,9218.98万,35.68亿,167.00亿,20.02
600792,云煤能源,4.14,-1.90,-0.08,-0.96,0.93,2.89,2.84,3814.02万,9.90亿,40.98亿,251.34
002007,华兰生物,41.90,-1.90,-0.81,-0.12,0.21,2.11,1.38,1.39亿,15.73亿,658.91亿,59.46
600378,昊华科技,23.78,-1.90,-0.46,0.38,0.51,3.91,2.48,4309.29万,3.57亿,84.81亿,36.87
300443,金雷股份,35.15,-1.90,-0.68,-0.54,0.59,1.81,1.40,3332.05万,1.59亿,56.05亿,17.62
003000,华文食品,14.46,-1.90,-0.28,-0.28,1.77,1.55,1.15,1027.42万,4001.00万,5.79亿,51.24
002030,达安基因,32.00,-1.90,-0.62,0.16,0.43,1.52,1.81,1.19亿,8.56亿,274.04亿,11.54
300770,新媒股份,59.66,-1.91,-1.16,-0.10,0.47,1.96,1.43,4031.63万,1.42亿,84.44亿,22.72
300152,科融环境,4.11,-1.91,-0.08,0.00,1.45,2.07,3.82,4288.02万,7.13亿,29.28亿,亏损
600732,爱旭股份,12.82,-1.91,-0.25,0.00,0.27,1.68,1.68,2257.44万,6.53亿,83.69亿,52.33
300760,迈瑞医疗,397.01,-1.92,-7.76,0.35,0.17,2.17,2.43,3.43亿,4.99亿,1981.61亿,67.49
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
002813,路畅科技,27.03,-1.92,-0.53,-0.07,2.96,1.95,2.32,4517.11万,5616.71万,15.18亿,34.02
300383,光环新网,18.76,-1.93,-0.37,-0.48,0.35,2.31,1.36,9822.99万,15.02亿,281.79亿,31.85
300866,安克创新,154.61,-1.94,-3.05,-0.89,0.22,1.39,2.14,1315.24万,3793.73万,58.65亿,88.46
603110,东方材料,41.99,-1.94,-0.83,-0.50,0.12,2.03,2.57,762.37万,1.44亿,60.34亿,104.95
600588,用友网络,35.11,-1.96,-0.70,-0.09,0.11,1.87,1.87,1.26亿,32.51亿,1141.13亿,亏损
600773,西藏城投,9.01,-1.96,-0.18,-0.66,0.65,2.10,2.39,4446.23万,7.46亿,67.22亿,77.79
300209,天泽信息,8.51,-1.96,-0.17,0.12,0.25,1.31,1.96,674.03万,3.21亿,27.32亿,37.16
603317,天味食品,56.52,-1.96,-1.13,-0.21,0.30,1.84,2.17,2118.40万,1.25亿,70.77亿,92.99
000625,长安汽车,16.99,-1.96,-0.34,-0.24,0.33,1.69,1.04,2.17亿,39.01亿,662.72亿,19.61
300590,移为通信,26.90,-1.97,-0.54,0.26,0.58,1.59,1.93,2688.60万,1.71亿,46.03亿,78.48
002145,中核钛白,9.92,-1.98,-0.20,-2.46,4.16,7.28,8.60,6.89亿,15.91亿,157.83亿,42.92
300715,凯伦股份,40.66,-1.98,-0.82,-0.32,0.16,1.48,1.45,995.51万,1.51亿,61.56亿,30.31
300741,华宝股份,46.60,-1.98,-0.94,-0.32,0.15,1.93,1.45,793.03万,1.16亿,54.00亿,26.26
300827,上能电气,53.53,-1.98,-1.08,-0.45,0.76,2.27,1.61,745.32万,1833.36万,9.81亿,52.97
603885,吉祥航空,13.83,-1.98,-0.28,0.73,0.19,2.30,3.04,4767.45万,17.97亿,248.89亿,亏损
300106,西部牧业,11.86,-1.98,-0.24,-0.42,0.76,2.23,2.48,1904.91万,2.11亿,25.06亿,294.99
600189,泉阳泉,10.85,-1.99,-0.22,0.00,0.46,1.71,1.81,2793.10万,5.63亿,61.06亿,76.16
000426,兴业矿业,7.40,-1.99,-0.15,0.27,0.48,2.66,1.46,5259.05万,14.75亿,109.17亿,亏损
601615,明阳智能,20.70,-1.99,-0.42,-0.72,0.36,1.78,2.46,7701.02万,10.06亿,208.27亿,31.60
300395,菲利华,42.24,-2.00,-0.86,-0.19,0.13,1.57,3.20,1709.51万,3.12亿,131.60亿,65.38
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
002625,光启技术,21.86,-2.02,-0.45,0.05,0.28,2.00,1.48,9301.35万,14.88亿,325.34亿,346.53
300029,ST天龙,5.34,-2.02,-0.11,-0.74,0.32,3.48,2.94,345.28万,2.00亿,10.68亿,亏损
002006,精功科技,7.28,-2.02,-0.15,-0.14,0.93,1.62,3.90,3115.82万,4.55亿,33.14亿,148.44
000918,嘉凯城,7.76,-2.02,-0.16,-0.89,0.52,2.36,6.44,7354.87万,18.04亿,140.01亿,亏损
300442,普丽盛,52.71,-2.03,-1.09,0.65,0.43,1.76,4.07,2226.89万,9919.56万,52.29亿,亏损
003030,祖名股份,35.29,-2.03,-0.73,0.23,1.25,1.94,2.19,1376.43万,3120.00万,11.01亿,42.81
300933,中辰股份,11.11,-2.03,-0.23,-0.09,1.98,1.46,1.68,1898.38万,8610.52万,9.57亿,59.29
600765,中航重机,18.78,-2.03,-0.39,0.43,0.32,1.89,2.61,5218.40万,8.57亿,161.02亿,49.31
688185,康希诺-U,468.00,-2.04,-9.72,0.26,0.96,1.48,2.40,1.08亿,2402.29万,112.23亿,亏损
000657,中钨高新,8.16,-2.04,-0.17,-0.49,1.16,3.37,2.16,8966.10万,9.48亿,77.33亿,42.48
600169,太原重工,2.40,-2.04,-0.05,0.42,0.36,2.25,2.04,2242.88万,25.64亿,61.53亿,亏损
000633,合金投资,7.67,-2.04,-0.16,-0.52,2.39,4.30,4.85,7129.86万,3.85亿,29.54亿,228.83
002223,鱼跃医疗,27.28,-2.05,-0.57,-0.22,0.33,2.64,2.01,7739.33万,8.67亿,236.48亿,15.27
688567,孚能科技,33.68,-2.06,-0.71,-0.68,0.53,1.46,2.01,2791.21万,1.54亿,51.97亿,亏损
603960,克来机电,31.75,-2.07,-0.67,-0.47,0.17,1.54,1.39,1391.70万,2.57亿,81.68亿,64.63
000860,顺鑫农业,52.56,-2.07,-1.11,-0.36,0.19,1.85,1.30,7440.27万,7.42亿,389.87亿,67.45
600773,西藏城投,9.00,-2.07,-0.19,-0.66,0.72,2.21,3.05,4890.71万,7.46亿,67.15亿,77.71
300142,沃森生物,44.85,-2.07,-0.95,0.25,0.47,1.91,1.88,3.14亿,14.84亿,665.73亿,119.22
000739,普洛药业,25.44,-2.08,-0.54,0.08,0.12,1.02,2.12,3542.50万,11.78亿,299.78亿,35.69
002991,甘源食品,84.65,-2.08,-1.80,0.05,0.49,1.45,2.08,984.47万,2330.40万,19.73亿,47.69
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
601615,明阳智能,20.66,-2.08,-0.44,-0.29,0.40,1.84,2.65,8387.63万,10.06亿,208.07亿,31.57
002444,巨星科技,35.20,-2.09,-0.75,0.95,0.33,2.79,3.98,1.23亿,10.59亿,372.81亿,30.15
300619,金银河,20.64,-2.09,-0.44,-0.19,2.51,3.56,3.84,2937.72万,5657.88万,11.68亿,104.53
300413,芒果超媒,64.64,-2.09,-1.38,-0.09,0.14,1.60,2.09,8133.31万,9.31亿,602.03亿,58.62
000630,铜陵有色,2.81,-2.09,-0.06,0.00,0.85,2.55,1.74,2.52亿,105.26亿,295.79亿,30.21
688656,浩欧博,88.00,-2.09,-1.88,-0.57,0.66,0.69,3.05,750.75万,1283.51万,11.29亿,99.61
300118,东方日升,14.51,-2.09,-0.31,-0.28,1.07,1.94,1.62,9871.22万,6.32亿,91.70亿,15.15
688007,光峰科技,25.26,-2.09,-0.54,0.40,0.31,2.31,3.95,2254.85万,2.83亿,71.56亿,101.36
002315,焦点科技,19.12,-2.10,-0.41,0.21,0.97,2.60,2.87,3104.13万,1.66亿,31.76亿,34.50
300169,天晟新材,8.39,-2.10,-0.18,1.21,1.41,2.32,3.73,3111.41万,2.63亿,22.03亿,407.93
300930,屹通新材,25.10,-2.11,-0.54,-0.24,3.81,2.43,2.11,2283.36万,2371.16万,5.95亿,39.90
605228,神通科技,9.76,-2.11,-0.21,0.21,2.26,1.28,1.80,1768.35万,8000.00万,7.81亿,36.63
002799,环球印务,20.86,-2.11,-0.45,0.34,0.62,2.20,2.53,2354.06万,1.80亿,37.55亿,42.95
000892,欢瑞世纪,2.78,-2.11,-0.06,0.36,0.65,2.33,2.11,969.01万,5.38亿,14.96亿,亏损
000538,云南白药,129.01,-2.12,-2.79,0.01,0.20,1.86,1.59,1.57亿,6.02亿,776.86亿,29.06
300827,上能电气,53.45,-2.12,-1.16,-0.35,0.81,2.33,2.01,804.08万,1833.36万,9.80亿,52.89
300518,盛讯达,40.02,-2.13,-0.87,0.18,0.18,0.94,1.98,366.99万,5168.34万,20.68亿,46.61
688339,亿华通-U,286.69,-2.13,-6.24,-0.59,0.25,0.63,1.84,1152.27万,1614.64万,46.29亿,亏损
600655,豫园股份,10.10,-2.13,-0.22,-0.10,0.26,2.72,1.55,4223.53万,16.05亿,162.14亿,18.53
688136,科兴制药,36.70,-2.13,-0.80,0.38,0.98,1.89,2.56,1471.94万,4090.91万,15.01亿,52.55
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
300033,同花顺,126.41,-2.14,-2.76,-0.35,0.58,2.00,1.76,2.02亿,2.72亿,343.77亿,39.42
600006,东风汽车,6.87,-2.14,-0.15,-0.29,0.41,2.08,1.14,5576.42万,20.00亿,137.40亿,21.02
600063,皖维高新,4.57,-2.15,-0.10,-1.08,0.60,1.73,3.22,5371.12万,19.26亿,87.82亿,18.11
601163,三角轮胎,18.56,-2.16,-0.41,0.16,0.34,2.29,2.37,5142.27万,8.00亿,148.48亿,13.63
603056,德邦股份,13.55,-2.17,-0.30,0.07,0.12,1.32,1.59,1576.87万,9.60亿,130.08亿,32.91
002013,中航机电,12.64,-2.17,-0.28,0.72,0.33,2.11,2.01,1.64亿,38.85亿,491.03亿,45.63
002810,山东赫达,52.76,-2.17,-1.17,-0.66,0.13,1.14,2.39,1314.77万,1.88亿,98.95亿,39.80
600183,生益科技,26.12,-2.17,-0.58,-0.31,0.17,1.41,1.95,1.03亿,22.91亿,599.05亿,36.03
300890,翔丰华,42.37,-2.17,-0.94,-0.35,1.69,3.11,1.96,1716.80万,2374.76万,10.06亿,80.06
603076,乐惠国际,49.57,-2.17,-1.10,1.10,0.46,2.10,4.34,1680.48万,7450.00万,36.93亿,35.82
603100,川仪股份,13.95,-2.17,-0.31,-0.14,0.20,1.41,2.31,1129.88万,3.95亿,55.10亿,14.89
603979,金诚信,15.75,-2.17,-0.35,-0.94,0.33,1.48,2.86,3026.73万,5.83亿,91.89亿,24.98
603000,人民网,18.88,-2.18,-0.42,0.37,0.35,2.35,1.76,7443.29万,11.06亿,208.75亿,163.72
603025,大豪科技,21.08,-2.18,-0.47,-0.10,0.22,2.82,2.09,4370.92万,9.22亿,194.33亿,124.17
002782,可立克,15.70,-2.18,-0.35,0.45,0.50,2.21,1.93,3360.89万,4.26亿,66.88亿,36.36
002291,星期六,18.80,-2.19,-0.42,0.54,0.57,1.88,2.86,6579.88万,6.16亿,115.75亿,亏损
600741,华域汽车,25.05,-2.19,-0.56,-0.04,0.08,1.78,1.64,6299.99万,31.53亿,789.13亿,19.08
603501,韦尔股份,290.50,-2.19,-6.51,0.12,0.12,1.97,1.97,2.76亿,7.84亿,2278.96亿,109.49
603110,东方材料,41.81,-2.20,-0.94,-0.45,0.14,1.98,2.57,823.56万,1.44亿,60.18亿,104.67
300747,锐科激光,81.27,-2.20,-1.83,-0.17,0.23,1.78,2.41,2922.80万,1.53亿,124.19亿,97.62
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
603187,海容冷链,56.38,-2.20,-1.27,0.14,0.09,0.79,2.10,628.36万,1.25亿,70.65亿,32.43
603060,国检集团,24.35,-2.21,-0.55,0.21,0.37,2.97,2.05,3953.00万,4.31亿,105.00亿,45.79
002507,涪陵榨菜,44.23,-2.21,-1.00,0.80,0.17,1.60,1.92,5970.24万,7.78亿,344.02亿,44.93
688006,杭可科技,70.70,-2.21,-1.60,-0.38,0.33,1.36,3.04,2206.45万,9527.84万,67.36亿,74.39
002745,木林森,13.69,-2.21,-0.31,0.07,0.31,1.05,2.36,4074.94万,9.41亿,128.84亿,64.92
600961,株冶集团,7.06,-2.22,-0.16,0.00,0.45,1.87,1.80,1682.39万,5.27亿,37.24亿,16.72
002493,荣盛石化,33.04,-2.22,-0.75,0.49,0.13,2.01,3.05,2.59亿,58.16亿,1921.68亿,29.60
002651,利君股份,11.85,-2.23,-0.27,0.08,0.30,1.31,2.72,1926.08万,5.33亿,63.18亿,63.51
601633,长城汽车,31.19,-2.23,-0.71,0.61,0.11,2.09,1.85,1.99亿,60.28亿,1878.24亿,53.03
002138,顺络电子,34.05,-2.24,-0.78,-0.32,0.42,1.81,2.44,1.02亿,7.08亿,241.20亿,46.65
688678,福立旺,20.90,-2.25,-0.48,0.63,3.72,7.00,3.60,2752.82万,3529.00万,7.38亿,32.66
601966,玲珑轮胎,44.68,-2.25,-1.03,0.72,0.12,0.98,2.71,7057.38万,13.56亿,606.08亿,28.79
000661,长春高新,426.99,-2.27,-9.91,0.45,0.16,1.57,1.74,2.52亿,3.61亿,1540.42亿,57.35
300034,钢研高纳,27.09,-2.27,-0.63,-0.55,0.20,1.13,2.13,2295.03万,4.30亿,116.48亿,73.41
300906,日月明,43.39,-2.27,-1.01,-0.32,3.54,2.49,2.63,3116.24万,2000.00万,8.68亿,105.48
000027,深圳能源,6.44,-2.28,-0.15,0.16,0.53,3.65,2.28,1.64亿,47.57亿,306.38亿,5.90
688680,海优新材,158.30,-2.28,-3.70,0.19,0.97,2.15,3.76,2995.01万,1933.23万,30.60亿,60.20
600865,百大集团,7.27,-2.29,-0.17,-0.41,0.48,2.18,3.23,1329.02万,3.76亿,27.35亿,11.50
688777,中控技术,90.19,-2.29,-2.11,-0.01,0.76,1.70,2.44,2873.26万,4182.69万,37.72亿,106.06
300143,盈康生命,20.50,-2.29,-0.48,-0.29,0.12,1.13,2.96,1306.73万,5.20亿,106.68亿,232.16
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
300648,星云股份,30.74,-2.29,-0.72,-0.39,0.53,1.97,2.32,1318.84万,7989.22万,24.56亿,65.01
688598,金博股份,172.05,-2.29,-4.03,0.29,0.81,1.99,4.54,2701.77万,1915.25万,32.95亿,81.65
300867,圣元环保,32.00,-2.29,-0.75,-0.56,2.09,2.62,1.59,4194.91万,6261.69万,20.04亿,27.00
000798,中水渔业,8.96,-2.29,-0.21,-0.56,1.14,1.82,2.51,3274.59万,3.19亿,28.62亿,亏损
300512,中亚股份,11.90,-2.30,-0.28,-0.08,0.34,3.29,3.45,874.41万,2.16亿,25.74亿,54.55
002304,洋河股份,182.20,-2.31,-4.30,0.10,0.09,1.35,1.84,2.01亿,12.48亿,2272.98亿,36.73
603128,华贸物流,12.69,-2.31,-0.30,0.00,0.24,1.73,2.31,4076.33万,13.09亿,166.30亿,30.90
300680,隆盛科技,27.94,-2.31,-0.66,0.14,0.47,1.99,2.48,1167.64万,8739.98万,24.42亿,100.89
600219,南山铝业,3.80,-2.31,-0.09,-0.78,0.36,1.42,1.28,1.63亿,119.50亿,454.12亿,24.09
002606,大连电瓷,7.14,-2.33,-0.17,0.00,1.04,5.73,2.60,3008.38万,4.07亿,29.05亿,22.59
603713,密尔克卫,115.34,-2.33,-2.75,0.03,0.22,2.36,2.23,1754.43万,6858.98万,79.12亿,63.34
300073,当升科技,47.75,-2.33,-1.14,0.48,0.38,2.17,2.60,8019.43万,4.36亿,207.99亿,61.40
002027,分众传媒,10.88,-2.33,-0.26,-0.46,0.09,0.95,1.35,1.50亿,146.78亿,1596.95亿,54.38
002981,朝阳科技,25.93,-2.33,-0.62,-0.65,1.24,1.98,2.15,780.52万,2400.00万,6.22亿,49.99
000698,沈阳化工,7.48,-2.35,-0.18,-1.06,1.64,2.42,4.44,9828.91万,7.86亿,58.77亿,200.78
601949,中国出版,7.89,-2.35,-0.19,-0.13,0.31,2.13,2.60,4461.45万,18.23亿,143.80亿,27.92
002557,洽洽食品,52.84,-2.37,-1.28,0.11,0.27,1.74,1.96,7129.46万,5.07亿,267.90亿,33.91
002759,天际股份,20.21,-2.37,-0.49,0.60,1.19,3.35,7.44,9852.03万,4.02亿,81.28亿,亏损
002001,新 和 成,43.72,-2.37,-1.06,0.07,0.22,2.16,3.71,2.04亿,21.21亿,927.51亿,23.98
300443,金雷股份,34.98,-2.37,-0.85,-0.57,0.67,1.93,1.73,3741.73万,1.59亿,55.78亿,17.53
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
603533,掌阅科技,37.45,-2.37,-0.91,-0.53,0.39,1.55,2.27,5953.92万,4.01亿,150.13亿,74.19
300433,蓝思科技,31.68,-2.37,-0.77,0.16,0.20,2.20,1.79,2.70亿,43.70亿,1384.35亿,32.00
603536,惠发食品,15.20,-2.38,-0.37,0.66,0.69,5.07,2.63,1759.18万,1.68亿,25.55亿,148.32
002529,*ST海源,6.98,-2.38,-0.17,-0.57,0.32,2.52,2.66,576.83万,2.60亿,18.15亿,528.04
002024,苏宁易购,7.38,-2.38,-0.18,0.14,0.19,2.63,1.72,1.05亿,75.88亿,560.02亿,亏损
002747,埃斯顿,29.09,-2.38,-0.71,0.14,0.26,2.16,2.75,5629.27万,7.39亿,214.90亿,214.61
300777,中简科技,47.40,-2.39,-1.16,-0.32,0.34,1.81,2.82,4225.55万,2.62亿,124.31亿,81.61
300502,新易盛,46.06,-2.40,-1.13,-0.69,0.46,2.24,2.58,5222.61万,2.42亿,111.28亿,36.60
605007,五洲特纸,22.81,-2.40,-0.56,-0.04,3.00,2.27,3.47,2746.06万,4001.00万,9.13亿,28.04
300841,康华生物,456.88,-2.40,-11.22,-0.66,0.61,3.06,2.00,4250.71万,1500.00万,68.53亿,67.18
300593,新雷能,42.58,-2.41,-1.05,-1.16,0.98,1.91,5.25,5303.09万,1.24亿,52.87亿,77.33
300667,必创科技,23.86,-2.41,-0.59,0.21,0.70,5.23,2.17,2036.83万,1.21亿,28.98亿,210.34
002850,科达利,72.26,-2.42,-1.79,-0.48,0.15,1.47,2.46,1420.94万,1.30亿,93.95亿,128.31
600459,贵研铂业,22.60,-2.42,-0.56,0.09,0.28,1.84,1.25,2733.11万,4.38亿,98.92亿,25.60
601216,君正集团,6.06,-2.42,-0.15,0.00,0.63,2.62,2.42,3.22亿,84.38亿,510.50亿,18.37
600436,片仔癀,291.29,-2.42,-7.22,0.62,0.17,1.89,1.83,3.04亿,6.03亿,1757.34亿,105.44
002846,英联股份,16.00,-2.44,-0.40,-0.25,0.83,1.70,2.56,1869.49万,1.39亿,22.29亿,41.01
601908,京运通,8.80,-2.44,-0.22,-0.68,0.87,3.86,2.88,1.54亿,19.93亿,175.39亿,38.28
300496,中科创达,120.35,-2.44,-3.01,-0.69,0.35,2.04,1.44,1.34亿,3.18亿,383.17亿,114.81
002176,*ST江特,5.99,-2.44,-0.15,0.17,0.48,2.22,1.63,4914.33万,17.06亿,102.16亿,358.44
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
603369,今世缘,48.75,-2.44,-1.22,0.27,0.11,1.59,1.80,6843.63万,12.54亿,610.69亿,34.87
300893,松原股份,37.80,-2.45,-0.95,0.05,2.92,2.44,2.06,2623.63万,2370.97万,8.96亿,46.11
002179,中航光电,69.94,-2.46,-1.76,0.69,0.15,1.73,2.50,1.11亿,10.65亿,744.81亿,53.50
300243,瑞丰高材,16.29,-2.46,-0.41,-0.06,0.57,2.32,2.10,1767.31万,1.88亿,30.59亿,46.95
600988,赤峰黄金,15.48,-2.46,-0.39,-0.58,0.48,1.87,1.26,1.14亿,15.35亿,237.64亿,38.12
600359,新农开发,8.33,-2.46,-0.21,-0.60,0.64,1.79,1.52,2028.92万,3.82亿,31.78亿,189.01
689009,九号公司-UWD,72.09,-2.46,-1.82,0.54,0.67,1.57,3.00,2808.26万,5766.41万,41.57亿,692.22
002311,海大集团,75.58,-2.46,-1.91,-0.59,0.08,1.38,2.66,1.02亿,16.47亿,1244.43亿,50.23
002008,大族激光,43.52,-2.46,-1.10,0.37,0.47,2.49,1.73,2.03亿,9.94亿,432.56亿,49.78
002216,三全食品,26.06,-2.47,-0.66,-0.34,0.34,2.85,1.95,4949.27万,5.65亿,147.33亿,27.38
300453,三鑫医疗,18.15,-2.47,-0.46,-0.22,1.61,2.48,2.10,5168.34万,1.76亿,31.88亿,41.22
002389,航天彩虹,23.63,-2.48,-0.60,-0.25,0.43,1.54,2.02,8848.52万,8.68亿,205.08亿,81.05
688029,南微医学,189.19,-2.48,-4.81,0.43,0.20,1.35,2.91,1628.50万,4209.96万,79.65亿,96.89
688111,金山办公,329.79,-2.49,-8.42,0.24,0.18,2.18,2.66,1.32亿,2.16亿,711.75亿,172.86
002521,齐峰新材,6.63,-2.50,-0.17,-1.05,1.68,2.46,2.65,4728.72万,4.24亿,28.11亿,20.56
688200,华峰测控,415.36,-2.51,-10.68,0.41,0.15,1.29,3.03,2288.37万,3557.55万,147.77亿,126.99
000723,美锦能源,7.38,-2.51,-0.19,-0.14,0.84,3.49,2.11,2.36亿,37.74亿,278.53亿,51.44
603766,隆鑫通用,3.48,-2.51,-0.09,-0.57,0.80,8.27,2.23,5747.97万,20.54亿,71.67亿,10.90
300590,移为通信,26.75,-2.52,-0.69,-0.60,0.64,1.67,2.11,2966.52万,1.71亿,45.77亿,78.04
603322,超讯通信,16.67,-2.52,-0.43,0.12,0.38,1.29,1.81,1001.99万,1.57亿,26.09亿,42.05
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
603883,老百姓,67.79,-2.52,-1.75,0.42,0.10,2.56,2.13,2889.42万,4.07亿,276.17亿,42.64
002932,明德生物,69.32,-2.52,-1.79,-0.23,0.93,2.69,2.56,1947.66万,3002.22万,20.81亿,10.07
603290,斯达半导,231.62,-2.52,-5.98,-0.81,0.57,1.94,2.72,1.06亿,7895.72万,182.88亿,207.22
688366,昊海生科,108.08,-2.52,-2.79,0.52,0.69,2.29,5.16,2881.49万,3795.66万,41.02亿,83.24
002041,登海种业,18.96,-2.52,-0.49,-0.42,0.44,2.47,2.00,7308.87万,8.80亿,166.85亿,214.35
000333,美的集团,91.13,-2.52,-2.36,0.12,0.10,1.87,1.69,6.22亿,68.75亿,6265.19亿,21.86
603063,禾望电气,18.89,-2.53,-0.50,0.05,0.59,1.44,2.27,4753.00万,4.28亿,80.76亿,24.99
603308,应流股份,28.10,-2.53,-0.73,0.65,0.18,2.82,3.19,2463.18万,4.88亿,137.12亿,78.18
000960,锡业股份,14.62,-2.53,-0.38,-0.14,0.92,1.58,1.93,2.25亿,16.69亿,243.98亿,40.05
603195,公牛集团,193.54,-2.53,-5.03,0.23,0.51,2.14,2.17,7405.76万,7538.55万,145.91亿,54.52
000876,新 希 望,23.82,-2.54,-0.62,-0.42,0.18,2.09,2.78,1.85亿,43.25亿,1030.16亿,15.83
300151,昌红科技,28.75,-2.54,-0.75,0.07,0.21,1.71,2.17,1706.80万,2.86亿,82.21亿,74.17
603638,艾迪精密,72.02,-2.54,-1.88,-0.07,0.04,2.32,2.56,1744.95万,5.59亿,402.58亿,76.86
002410,广联达,65.86,-2.56,-1.73,0.08,0.10,1.14,2.00,6230.03万,9.90亿,651.77亿,236.49
600875,东方电气,12.05,-2.59,-0.32,-0.66,0.35,2.29,1.94,8585.01万,19.97亿,240.63亿,21.00
002938,鹏鼎控股,40.64,-2.59,-1.08,0.05,0.17,1.74,1.65,3477.01万,5.17亿,210.18亿,33.19
688139,海尔生物,75.91,-2.59,-2.02,0.40,0.19,2.71,2.82,2613.32万,1.81亿,137.55亿,63.18
300396,迪瑞医疗,21.02,-2.60,-0.56,-0.43,0.10,2.63,2.64,563.18万,2.64亿,55.53亿,18.49
300138,晨光生物,15.71,-2.60,-0.42,0.06,0.22,1.66,2.05,1554.97万,4.54亿,71.30亿,32.50
603683,晶华新材,15.33,-2.60,-0.41,-0.26,0.26,1.10,2.35,500.13万,1.27亿,19.42亿,44.01
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
300619,金银河,20.56,-2.47,-0.52,-0.58,2.56,3.63,3.84,2989.64万,5657.88万,11.63亿,104.12
600586,金晶科技,7.09,-2.48,-0.18,0.57,0.99,3.08,1.51,1.01亿,14.29亿,101.30亿,41.47
300138,晨光生物,15.73,-2.48,-0.41,0.19,0.23,1.72,2.05,1616.47万,4.54亿,71.35亿,32.54
000425,徐工机械,7.07,-2.48,-0.18,-0.28,0.42,1.81,2.21,2.10亿,69.95亿,494.55亿,17.06
300443,金雷股份,34.94,-2.48,-0.89,-0.68,0.73,2.11,1.95,4089.99万,1.59亿,55.71亿,17.51
600031,三一重工,42.16,-2.50,-1.08,0.14,0.25,2.18,2.29,8.85亿,84.84亿,3577.73亿,21.55
002216,三全食品,26.05,-2.51,-0.67,-0.08,0.36,2.89,1.95,5267.30万,5.65亿,147.27亿,27.37
