,¹ÉÆ±´úÂë,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010
22,002311,120646.52,219062.73,31510.97,14305.87,13289.33,91901.37,83729.27,81209.29,80323.09,142.24
23,300498,505414.84,509375.32,356598.13,22385.11,13586.57,113094.12,158232.59,98833.5,76953.23,48206.76
24,002299,31802.42,52423.62,63018.77,38763.49,42133.41,94409.04,69998.99,73007.23,20527.39,36829.13
25,002696,24432.94,2752.01,2358.59,2517.11,2744.79,1855.98,1625.43,894.63,1090.17,1968.75
26,002124,60051.72,36383.07,1798.39,1010.47,1323.19,211.55,235.88,245.5,562.74,5515.21
27,600359,13060.09,36937.06,49059.77,56458.06,27742.0,32217.05,32242.27,31631.66,75424.08,59092.6
28,002086,46028.38,49119.21,24738.53,33635.89,25564.37,30958.32,21064.49,11432.82,4469.29,6870.43
29,002240,25026.73,18116.49,2426.01,13071.6,20195.59,27205.02,34794.91,44743.77,54864.73,80834.33
30,600076,55025.82,44917.34,20546.84,8814.43,44940.05,11508.0,5508.0,8.0,,
31,300094,44148.12,54610.35,46077.37,20660.66,5761.77,6011.91,8572.19,13840.98,13429.74,13385.44
32,300106,3709.38,4851.62,11135.48,32959.77,14682.59,16327.96,7408.8,9446.11,7646.0,9404.3
33,002200,24160.4,14999.66,12429.3,4281.19,5190.68,17470.13,3581.87,4060.69,3658.98,2773.56
34,600275,20.0,20.0,8020.0,81.83,85.33,388.83,55.0,20.0,20.0,20.0
35,000592,1098.94,876.55,12787.47,18089.94,4328.49,4395.89,9479.29,16770.1,17515.32,20816.7
36,300087,5557.38,3723.72,3761.72,8330.63,2440.94,1155.71,1612.72,1209.6,392.5,
37,002069,42163.66,15756.8,119831.51,75564.32,124753.65,72627.23,38525.42,26010.87,24225.0,44079.55
38,002234,15540.48,13903.81,26202.07,41009.12,24899.07,8231.47,599.47,597.67,88.0,639.0
39,300313,8016.58,11984.41,2667.82,6539.56,4628.35,1133.54,,,700.0,1220.17
40,600540,13840.7,13360.87,8628.46,10252.15,11925.61,20304.04,21702.5,16767.64,9730.69,4045.62
41,600467,31964.22,28027.84,27997.96,12548.25,15135.5,12171.58,6135.12,4695.38,1473.84,3359.22
42,600257,6186.01,3503.99,3589.24,3584.24,7951.74,6160.33,7707.7,2280.0,4420.0,4942.0
43,002679,48993.01,54091.88,51065.44,66254.31,69895.14,34474.85,46597.03,24167.24,10525.25,11601.76
44,300262,143786.33,137003.65,104747.11,27548.3,7800.95,3688.29,9501.64,2974.71,173.99,163.44
45,300761,15120.69,7741.03,8245.39,5748.83,7313.63,5010.94,23514.57,2262.37,,
46,600097,39279.47,35772.11,2993.96,26851.88,2253.91,2731.71,2834.31,9140.42,2164.83,21489.24
47,002321,75126.59,61134.28,77683.37,31658.43,14593.59,12516.94,13002.42,7557.9,10788.37,9490.68
48,000798,4924.11,3491.68,3603.72,2630.76,2636.24,1159.73,1229.68,1299.64,1423.74,1515.45
49,000663,5757.09,13900.08,29111.52,46084.08,33253.8,38578.89,44810.63,54839.52,56774.54,57178.44
50,600975,3984.21,10682.68,15687.99,19712.2,23583.18,25953.54,26061.99,3055.56,1868.79,1526.04
51,002458,4526.4,7635.84,15454.02,5656.56,13534.85,11406.84,3011.91,2270.96,1694.67,8682.37
52,002688,39204.93,45307.45,46746.9,54915.21,1868.86,33647.6,1670.19,1746.78,2127.41,6269.18
53,002100,168869.04,168333.0,105474.8,12985.78,15129.71,12801.54,13706.02,20990.42,27005.0,20505.0
54,000735,137751.27,129946.87,122346.04,126884.37,169056.9,181306.9,136619.44,131311.17,98115.84,67814.51
55,600965,2415.37,7345.57,356.41,258.39,273.01,,6.74,,,
56,603363,25587.68,31453.42,34502.1,16685.95,3128.86,1378.2,,,,
57,300511,81525.32,92935.49,84029.73,23633.42,23904.17,31773.87,33398.47,47198.53,18266.95,
58,002505,164831.65,149502.88,251488.47,105771.22,72492.98,52466.62,33454.78,32437.77,,1716.62
59,002772,200655.91,114998.33,114865.56,56035.2,36789.75,44324.7,33260.52,15404.33,6234.16,
60,300143,26683.16,36835.68,2002.1,1545.46,8252.03,15290.95,15009.15,5306.74,1777.45,7907.72
61,600189,77920.93,72880.45,86391.94,87172.92,100066.47,106618.14,20137.54,11511.31,10718.47,1120.3
62,200992,1714.3,1035.28,1128.35,1227.22,1334.72,3061.66,3041.89,3374.22,,
