,¹ÉÆ±´úÂë,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010
17,600108,193830.79,308977.44,178432.7,166066.9,144460.73,134652.25,162628.37,126779.78,118449.14,150510.32
18,002746,85586.7,60745.2,45672.14,42844.63,44974.41,65581.25,54489.67,46696.26,,33857.85
19,002041,50948.42,45227.32,63681.88,73572.54,101814.46,94935.95,84527.91,78082.83,56435.56,63282.81
20,002157,1624295.67,977743.15,714586.69,456532.76,387827.42,294344.67,305821.39,270972.07,166382.97,129552.65
21,601118,582964.63,352906.87,476868.25,357714.48,304364.94,295233.62,253609.53,165607.0,164930.3,343176.09
22,002311,790585.97,695111.05,600841.76,433671.95,295457.6,234520.1,247129.51,228821.41,83712.26,101080.05
23,300498,1389666.91,1328275.61,1210437.9,983492.82,956946.12,911225.62,966266.63,702108.86,553924.18,461584.18
24,002299,440326.44,603912.4,603019.56,476246.51,495996.14,545288.66,412265.52,242601.13,111455.8,105191.04
25,002696,131818.54,138265.46,125584.14,76743.24,78905.29,69379.59,38356.78,31453.01,29387.03,21177.75
26,002124,403563.57,346802.23,137736.79,105556.68,82860.27,126238.73,123432.22,64848.34,58226.25,39941.43
27,600359,119464.04,130987.42,138818.05,157670.68,162749.22,127161.7,128845.65,152476.97,282699.7,227748.74
28,002086,153951.09,89408.46,80098.29,61983.86,68626.82,90586.67,91154.65,89295.07,79753.23,63116.13
29,002240,198662.76,123821.63,80473.31,84753.22,80011.49,81048.97,84700.54,101715.93,100306.53,84767.96
30,600076,187559.65,161645.53,124946.05,60980.06,67253.41,42118.83,24082.95,18726.87,16093.0,17771.3
31,300094,217129.49,218468.45,152244.38,106733.03,80526.86,97394.19,85036.87,54377.23,28517.19,30917.64
32,300106,37736.27,38936.81,159569.48,134932.65,139265.47,83055.44,51936.97,34900.54,17883.41,11023.56
33,002200,293036.08,306234.74,259464.98,239772.47,190719.27,135271.17,115097.3,69803.04,55606.05,45201.4
34,600275,8885.52,8609.21,10112.91,17950.86,19884.39,14084.95,9801.63,9005.23,258726.42,263565.33
35,000592,66316.56,91183.71,71912.81,49920.39,32896.1,67132.82,38432.15,38534.84,41285.45,47614.3
36,300087,102988.91,81366.72,57724.55,47219.94,29740.55,30814.36,26341.43,30586.29,23971.51,5533.7
37,002069,252767.27,295538.79,234251.18,262686.79,232966.49,299541.44,248920.23,210428.48,145925.92,117261.32
38,002234,36068.83,136401.93,127355.91,73814.22,68340.28,91526.73,67739.58,68393.93,50826.02,46896.34
39,300313,91648.66,107738.5,30175.88,38893.01,45103.39,16224.0,13228.48,3474.06,4820.62,3565.39
40,600540,83678.13,130514.98,161298.57,189104.37,154840.12,175392.34,157700.71,142966.7,204687.28,149803.02
41,600467,281259.84,261918.57,250034.58,221737.34,204166.71,170047.59,118093.51,90113.03,94352.43,65310.97
42,600257,45440.58,40800.3,30926.15,30534.6,62692.58,55361.63,48183.9,61738.88,50648.84,53833.92
43,002679,43118.5,40310.74,38903.55,26933.54,22998.64,34478.64,24302.03,6652.44,6722.5,5574.17
44,300262,210192.34,168038.31,123619.3,127030.54,99799.91,54503.04,50796.14,22101.97,7220.9,9967.73
45,300761,159002.68,146649.3,120267.14,127669.39,99010.9,111546.27,115928.22,71339.09,,
46,600097,36429.38,28364.43,23437.36,64166.0,36142.68,40529.42,41939.08,43382.41,62816.27,38743.41
47,002321,459004.27,545825.11,441056.96,315663.34,328347.34,263613.54,194620.18,162804.0,115790.0,116768.96
48,000798,26317.59,22080.11,30490.11,28734.36,27749.49,7484.45,8350.26,10689.15,18237.83,8335.44
49,000663,191544.23,181227.61,165525.31,170156.63,160713.96,63101.39,54598.04,53171.16,56724.31,52132.81
50,600975,36344.31,32558.56,35127.1,42024.4,32505.93,42489.9,32058.0,27816.59,19578.04,19588.33
51,002458,48833.36,62940.51,76462.32,40606.35,129800.02,100323.21,86033.9,54548.34,16673.24,24968.78
52,002688,114535.11,110288.85,85512.43,52905.41,81198.85,22602.46,10010.39,12235.8,31516.41,30640.18
53,002100,430095.54,354660.02,176292.53,165671.34,126874.47,101301.68,101881.16,107854.19,90043.54,65451.36
54,000735,95942.17,92485.72,128520.39,137331.51,98130.99,62507.46,108875.75,122826.0,82154.7,56606.55
55,600965,57907.53,66380.65,55310.78,84415.22,38477.66,30868.55,27441.65,19738.97,15532.41,16442.17
56,603363,338221.63,198156.08,122751.33,95109.74,87155.7,69813.85,60409.27,,,
57,300511,128674.11,139320.68,157972.32,93438.6,89272.91,70192.11,69597.46,55683.01,26473.54,
58,002505,615489.1,688127.22,674224.89,951727.67,179421.39,22763.02,14158.62,7597.75,5181.46,2483.73
59,002772,40423.19,32687.49,30816.4,36177.06,27690.7,11983.96,5794.64,5436.86,5138.53,
60,300143,32284.34,18691.89,15842.93,32273.27,28222.92,30712.35,24090.39,13601.07,2664.45,4524.46
61,600189,283599.11,283445.47,264882.52,171443.89,215911.11,138486.78,178238.91,159348.76,131226.12,123915.02
62,200992,22624.73,25905.3,31510.93,17220.77,19113.51,18741.76,14024.35,11417.89,13617.2,14685.82
