,¹ÉÆ±´úÂë,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010
53,002100,309720.56,250176.41,90104.5,89338.25,77164.22,72391.53,74231.06,58945.17,68033.68,72576.62
54,000735,88906.47,80531.36,78250.9,106235.8,70662.59,56242.13,65026.84,74861.27,48903.32,35265.11
55,600965,64460.05,78997.13,59123.05,58880.05,58201.26,25606.27,28398.16,20005.36,17466.64,17947.98
56,603363,59927.04,43315.87,39205.71,28527.0,24267.12,24241.77,23344.23,,,
57,300511,33127.27,28956.18,29668.24,12122.08,16846.29,10812.77,9809.21,9086.87,4164.51,
58,002505,118702.46,132537.83,106613.12,55277.76,22437.82,26098.15,14624.04,14644.15,15067.64,7727.99
59,002772,13613.67,11685.64,8587.05,7349.22,4897.27,4170.36,3250.61,2320.12,1435.65,
60,300143,3047.54,3303.19,3540.76,4094.0,3585.8,3191.01,2859.44,3069.66,2065.73,1883.76
61,600189,119657.2,133102.77,95247.79,13779.47,60545.89,57772.99,40655.58,44212.76,40209.28,86821.05
62,200992,37574.41,33059.11,24374.46,15463.64,18908.43,18973.75,22165.03,12815.94,12483.21,9729.05
