,¹ÉÆ±´úÂë,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010
29,002240,-9055.64,6780.64,-9220.78,-11846.94,-14001.52,5481.33,4340.33,3848.39,15535.92,14645.94
30,600076,246216.97,209287.06,173905.21,127653.93,91720.64,-80978.65,-79864.11,-85101.04,-84574.63,-82440.4
31,300094,17585.54,70263.91,51540.55,38822.05,31729.79,30672.25,9294.62,4773.61,27324.38,26292.52
32,300106,-28765.64,-21756.74,-23727.75,13185.68,18789.62,17355.37,15601.04,13318.72,11142.72,7625.83
33,002200,-80366.56,-83954.72,-55261.03,-14810.67,-18154.24,-19179.08,-19639.64,-21226.65,-20830.99,8377.03
34,600275,-53308.74,-51458.73,-51886.85,-52298.88,-48183.37,-44598.48,-45174.71,-41268.51,-43806.65,-40848.77
35,000592,-17385.4,-19848.77,-22483.62,-23080.73,-25108.69,-28879.84,-35921.06,-40268.92,-41469.88,-42479.21
36,300087,19532.69,17656.91,15494.33,13151.71,10223.95,8010.31,9071.35,8297.66,7202.83,6876.29
37,002069,-193295.68,-154077.31,-157288.23,-85002.48,-92961.82,-68668.2,60931.23,74284.09,93941.07,73087.29
38,002234,130600.63,-16182.72,-54247.98,-25192.88,-40571.86,-9019.13,-15287.94,9253.83,32590.86,16682.02
39,300313,-32758.41,-206244.32,-11669.92,-12400.06,1562.92,5583.47,6002.44,5180.75,4378.74,2935.38
40,600540,-65038.73,-67126.83,-69163.23,-70273.25,-22893.58,-11910.59,-13346.01,-9494.42,-12983.05,12001.67
41,600467,100317.69,96458.89,93353.25,89964.65,87390.74,84826.27,86839.21,83488.33,67681.14,49286.96
42,600257,3875.29,17628.89,15862.91,15998.93,15393.08,18884.2,18724.04,5296.11,2821.9,1111.72
43,002679,24330.55,25197.56,27758.6,23804.34,22615.05,20421.75,17427.82,14524.94,9470.27,4963.13
44,300262,67919.69,62547.62,50945.9,37179.63,24322.42,20898.76,14727.39,9427.99,5391.76,3334.33
45,300761,471788.91,329527.69,207746.75,133271.29,91199.87,56406.92,21242.48,44938.22,,
46,600097,62899.8,50585.55,40947.61,29127.2,28340.37,42662.92,37150.16,31584.46,20698.46,15314.39
47,002321,32142.63,37373.01,28163.12,22036.73,12889.68,11141.42,9911.8,22648.75,23741.55,18707.5
48,000798,-4554.2,-6710.89,-11619.11,-9300.48,-9783.07,15581.72,15512.58,8462.35,4625.71,866.19
49,000663,-136705.11,-116567.84,20160.61,13285.3,994.27,-3494.32,-1427.73,-2539.97,-3620.55,1096.82
50,600975,18128.2,12458.19,22568.78,25059.64,9116.46,6125.15,11021.48,11173.9,9309.42,2706.34
51,002458,189822.93,14714.22,-20761.06,10275.76,-44702.02,-4638.46,-6989.47,21883.87,34919.6,17045.07
52,002688,49891.21,49422.19,36792.5,36756.44,26839.31,19081.39,25604.59,22963.93,14952.41,8038.67
53,002100,195772.76,144141.89,124557.55,95679.22,69766.46,52303.18,38918.72,34003.85,27661.77,22493.03
54,000735,102999.26,102673.21,69773.76,58380.4,50617.08,47195.91,44941.88,42731.06,41275.86,38062.13
55,600965,80980.95,75347.04,67582.16,57657.26,45194.64,25299.36,21137.95,3280.79,2418.35,1092.82
56,603363,21293.49,18795.93,17489.07,6993.01,5054.29,5520.16,1747.04,,,
57,300511,82636.31,66026.33,53757.22,45743.84,39834.81,29020.33,20568.78,14890.5,8004.23,
58,002505,-71408.18,-79890.79,-11370.36,-13747.98,11040.0,11028.56,10032.9,10077.38,13647.55,11179.26
59,002772,65344.89,62284.74,54980.65,44756.13,30932.86,20831.9,12076.19,6863.03,3401.07,
60,300143,-82403.18,-12062.06,-17078.72,-29318.34,-34826.39,-35884.05,-6556.62,9759.28,12315.04,6941.25
61,600189,-127291.86,26529.29,23434.35,17964.31,18367.58,18074.66,20318.47,19473.36,22201.15,18335.43
62,200992,31446.04,23214.88,14186.72,5034.97,-223.53,-1437.67,-2843.21,-7164.26,-13370.4,-17991.42
