,¹ÉÆ±´úÂë,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010
40,600540,1848.5,1272.11,4901.08,1867.1,4476.02,7451.52,33664.24,24285.18,13834.49,7192.41
41,600467,31211.18,34903.52,47779.89,39965.11,37345.37,45847.24,47162.98,52963.74,25966.42,24827.46
42,600257,3105.5,2637.75,3011.22,2033.01,1568.74,5128.52,4674.9,3361.57,4297.14,3664.65
43,002679,148.8,507.36,1193.84,1517.06,2148.85,3397.09,1032.89,3099.42,361.11,192.92
44,300262,10578.98,2705.77,5150.56,1787.4,1833.26,886.68,2365.29,6528.45,568.01,660.56
45,300761,152870.45,84760.74,52778.26,46249.99,35918.09,33033.94,38718.4,43492.84,,
46,600097,16328.5,45208.26,3329.31,5800.1,1921.02,4753.34,14100.64,4695.58,6556.67,13594.03
47,002321,173288.12,42142.04,56884.68,40035.71,23417.14,41822.64,41011.11,29734.21,35751.68,37481.93
48,000798,7879.56,4817.29,1617.35,504.36,3760.28,4664.04,2417.58,5299.54,3683.68,3351.9
49,000663,688.2,5425.23,11669.89,24291.14,756.28,102.41,195.01,702.31,972.14,23148.22
50,600975,5651.42,3455.64,3787.59,3103.67,5458.83,10658.27,16285.12,5606.95,2141.53,473.72
51,002458,28471.9,18310.29,18631.89,18817.45,6723.7,11849.5,21748.45,21731.97,16980.87,25860.61
52,002688,17884.9,17017.9,19656.77,12856.63,14208.25,34852.28,16055.13,3450.15,3942.81,5479.55
53,002100,135277.87,59305.14,58511.81,28025.69,20244.31,16053.57,15619.93,14010.04,28630.49,12895.54
54,000735,18115.96,36554.1,58900.95,48189.62,28052.3,39707.15,34053.33,17213.6,20263.6,5275.94
55,600965,6336.82,4501.26,8152.23,13438.98,21162.71,16712.76,9918.65,2742.87,2755.78,1581.66
56,603363,65844.16,56915.98,44018.59,27579.07,20624.94,15667.96,7275.07,,,
57,300511,31237.6,44223.27,117859.82,69520.35,28377.68,16300.89,19839.02,55993.36,37944.2,
58,002505,30805.62,55062.22,27582.19,13598.12,29735.82,20704.29,16750.98,24130.45,22718.1,8499.92
59,002772,66362.01,65166.42,50214.51,47964.88,18566.53,19124.45,17173.97,23301.57,12646.55,
60,300143,2691.41,2531.13,6171.87,2808.87,3190.75,5247.46,15643.19,39233.4,22669.02,10424.81
61,600189,1819.6,6466.64,10187.8,4176.24,4077.64,18027.32,21519.78,19764.76,8843.89,12711.35
62,200992,7563.84,3864.54,14956.62,3204.5,1805.17,8528.56,3201.24,14372.21,5728.39,2473.96
