,¹ÉÆ±´úÂë,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010
29,002240,-1344.6100000000151,50994.889999999985,46460.76000000001,13649.319999999992,4882.159999999989,8602.419999999998,1212.1100000000006,-5963.149999999994,4547.25,15791.829999999987
30,600076,173145.81000000003,140240.25000000003,117118.90000000001,108652.68,136233.53,30825.300000000003,26326.389999999996,19509.390000000003,15658.830000000002,11804.34
31,300094,138270.31,177038.8,166943.96999999997,141445.13,119695.12000000001,117504.03,108742.95000000001,97781.09999999998,138220.3,146235.84000000003
32,300106,6693.990000000005,10881.620000000003,-53018.610000000015,8243.970000000001,-28438.78,9723.069999999992,3925.6500000000015,7920.190000000002,26222.420000000002,36484.090000000004
33,002200,-47273.75000000003,-47391.44,-11686.23000000001,-6895.570000000007,44386.870000000024,54440.109999999986,17493.319999999992,17740.050000000003,7003.229999999996,-13424.52
34,600275,-2828.13,-1494.499999999999,-2539.92,-16282.67,-13741.18,-2404.8200000000015,-5452.349999999999,-4206.08,-479.20000000001164,1114.719999999972
35,000592,276220.33,253215.11,239994.84000000003,260682.99,289171.31,97728.57999999999,95048.04000000001,98921.98999999999,92603.01,95633.80999999998
36,300087,25697.36,65795.93,60235.56,57882.83,44176.45,42990.600000000006,47244.1,50300.27,50954.58,50533.83
37,002069,-86064.91999999998,-86795.90999999997,-256.4400000000023,25476.040000000037,29145.869999999995,-26766.119999999995,101036.66,131438.98,185730.12999999998,125125.97
38,002234,106730.46,-43036.43999999999,-67876.18,-6644.970000000001,-17942.5,9425.169999999998,15152.940000000002,50237.62000000001,88701.42000000001,-3718.209999999999
39,300313,-77529.89,-73873.06,-12887.7,-7677.070000000003,1810.7300000000032,14658.349999999999,26499.81,27543.78,2481.1800000000003,3289.5099999999998
40,600540,-32.0,-6329.830000000002,-35811.51000000001,-39732.82000000001,-21347.889999999985,2052.399999999994,-33864.31999999999,538.0799999999872,-301.3999999999942,36143.870000000024
41,600467,-76010.80000000002,-78502.03,-75660.59,-67678.75,-47180.75,-30421.25,41836.28000000001,75703.28,106213.9,1548.979999999996
42,600257,61466.740000000005,72838.34999999999,63553.77999999999,68650.54000000001,18694.880000000005,21282.480000000003,28977.46,3380.1700000000055,6330.130000000005,-748.0099999999948
43,002679,108259.29999999999,113735.63,113797.08,124945.47999999998,127624.76,85227.13,98449.6,81746.44,28293.059999999998,25004.300000000003
44,300262,2523.6600000000035,66788.14000000001,94399.23,70619.08,-1092.6900000000023,27740.359999999993,9160.400000000001,43135.75,41386.939999999995,13130.510000000002
45,300761,353436.09,191359.02000000002,114997.56000000001,58749.68999999999,41914.47,-1525.3600000000006,-18137.460000000006,4059.800000000003,,
46,600097,97157.79000000001,84064.53,77900.84,22664.149999999994,14376.159999999996,20570.520000000004,7831.879999999997,9723.759999999995,-13082.909999999996,-1705.1000000000058
47,002321,-54577.75,63566.619999999995,79886.40999999997,62913.81999999995,-25196.410000000033,-32378.51999999999,-12201.169999999984,-39970.95,-31505.17,-7425.580000000002
48,000798,12275.66,22914.21,21345.809999999998,15577.479999999996,12967.029999999995,49901.240000000005,52343.06,45554.92,43875.45,40920.39
49,000663,-57961.54000000001,-32964.629999999976,31097.51000000001,47606.51000000001,48988.100000000006,14037.869999999995,18378.04,21910.42,15843.240000000005,17836.47
50,600975,47010.7,55814.68000000001,69716.14000000001,74915.54999999999,63481.030000000006,14957.349999999999,30163.309999999998,22487.210000000003,30946.08,21590.42
51,002458,122198.34000000001,-14795.89,-34738.340000000004,-3766.010000000002,-107227.86,-64448.94000000001,-60417.969999999994,-6091.009999999995,35028.86,38684.020000000004
52,002688,9536.660000000003,21280.639999999985,22518.210000000006,33614.87999999999,-1005.25,53885.700000000004,47512.6,54753.59,978.880000000001,-3380.209999999999
53,002100,239346.77999999997,231105.82999999996,181246.81999999998,88433.23000000001,79703.81,47764.390000000014,40664.130000000005,21243.399999999994,35160.70000000001,44992.17999999999
54,000735,45379.86,61912.850000000006,63113.12000000001,141696.57,48768.62999999999,81640.18000000002,63572.84,64342.48999999999,36814.31,62575.78
55,600965,144176.81,106464.98000000001,82035.86000000002,73750.31,87458.73,24384.789999999997,32290.269999999997,13950.400000000001,13460.04,12481.400000000001
56,603363,-186796.09,-75554.83999999998,-5064.419999999998,-14938.61,-12024.259999999995,-14344.950000000004,-10185.309999999998,,,
57,300511,-58561.05,-58731.37999999999,-99112.52,-52801.600000000006,-58482.87,-44623.36,-48614.130000000005,-36597.51,-15057.03,
58,002505,-70371.22999999998,-58573.109999999986,93809.23999999999,131867.86,463445.42000000004,501392.24,33831.329999999994,43781.29,37495.98,58080.17
59,002772,141592.31,104512.83,164280.19,120794.51999999999,25445.7,21202.47,15114.150000000001,7111.150000000001,2620.3500000000004,
60,300143,2264.9799999999996,6307.700000000001,23581.260000000002,109478.87999999999,1835.8300000000017,-19002.949999999997,-14852.81,496.9899999999998,36272.01,55579.24
61,600189,6316.48000000004,10280.390000000014,-28387.110000000015,-30391.580000000016,27200.150000000023,64331.32000000001,-11756.149999999994,-8536.820000000007,4413.489999999991,1577.3999999999942
62,200992,45923.270000000004,37918.31,17487.879999999997,19555.02,12229.34,11817.740000000002,17139.949999999997,7760.490000000002,10521.169999999998,7365.299999999999
