,日期,变动人,变动数量（股）,交易均价（元）,结存股票（股）,交易方式,董监高管,高管职位,与高管关系
81,2019-06-18,黄华栋,-100000,19.14,2243099,二级市场买卖,黄华栋,董事,本人
82,2019-06-11,饶晓勇,-70000,19.26,2738146,二级市场买卖,饶晓勇,高级管理人员,本人
83,2019-05-31,饶晓勇,-10000,24.40,2808146,二级市场买卖,饶晓勇,高级管理人员,本人
84,2019-05-30,杨再龙,-50000,24.04,2130963,二级市场买卖,杨再龙,高级管理人员,本人
85,2019-05-30,张敬学,-50000,23.60,2618146,二级市场买卖,张敬学,监事,本人
86,2019-05-29,黄祖尧,-110000,24.19,7441479,二级市场买卖,黄祖尧,董事,本人
87,2019-05-29,饶晓勇,-30000,24.08,2818146,二级市场买卖,饶晓勇,高级管理人员,本人
88,2019-05-29,徐翠珍,-50000,23.88,832230,二级市场买卖,徐翠珍,高级管理人员,本人
89,2019-05-29,张敬学,-100000,23.80,2668146,二级市场买卖,张敬学,监事,本人
90,2019-05-29,周通,-80000,23.62,2705193,二级市场买卖,周通,董事,本人
91,2019-05-28,黄华栋,-100000,22.83,2343099,二级市场买卖,黄华栋,董事,本人
92,2019-05-28,黄祖尧,-160000,21.44,7551479,二级市场买卖,黄祖尧,董事,本人
93,2019-05-28,刘勇,-190000,22.42,2049507,二级市场买卖,刘勇,高级管理人员,本人
94,2019-05-28,饶晓勇,-10000,22.83,2848146,二级市场买卖,饶晓勇,高级管理人员,本人
95,2019-05-28,温庆琪,-100000,22.83,3293193,二级市场买卖,温庆琪,监事,本人
96,2019-05-27,黄祖尧,-403096,20.75,7711479,二级市场买卖,黄祖尧,董事,本人
97,2019-05-27,饶晓勇,-50000,20.35,2858146,二级市场买卖,饶晓勇,高级管理人员,本人
98,2019-05-27,张敬学,-150000,20.09,2768146,二级市场买卖,张敬学,监事,本人
99,2019-05-24,饶晓勇,-10000,20.00,2908146,二级市场买卖,饶晓勇,高级管理人员,本人
100,2019-05-22,杨再龙,-32900,21.12,2180963,二级市场买卖,杨再龙,高级管理人员,本人
101,2019-05-22,叶俊标,-140000,20.02,1021550,二级市场买卖,叶俊标,高级管理人员,本人
102,2019-05-15,叶俊标,-20000,21.38,1161550,二级市场买卖,叶俊标,高级管理人员,本人
103,2019-05-15,周通,-20000,21.25,2785193,二级市场买卖,周通,董事,本人
104,2019-05-14,侯浩峰,-150000,21.30,800094,二级市场买卖,侯浩峰,高级管理人员,本人
105,2019-05-10,叶俊标,-20000,21.44,1181550,二级市场买卖,叶俊标,高级管理人员,本人
106,2019-05-10,周通,-80000,21.08,2805193,二级市场买卖,周通,董事,本人
107,2019-05-09,杨再龙,-17100,20.35,2213863,二级市场买卖,杨再龙,高级管理人员,本人
108,2019-05-08,杨再龙,-80000,20.44,2230963,二级市场买卖,杨再龙,董事,本人
109,2019-05-08,叶俊标,-20000,21.08,1201550,二级市场买卖,叶俊标,董事,本人
110,2019-05-08,周通,-80000,20.71,2885193,二级市场买卖,周通,董事,本人
111,2019-05-07,周通,-74900,23.34,2965193,二级市场买卖,周通,董事,本人
112,2019-05-06,周通,-120800,23.49,3040093,二级市场买卖,周通,董事,本人
113,2019-03-01,黄泽森,150000,4.85,150000,股权激励实施,黄泽森,高级管理人员,本人
114,2019-03-01,李海峰,400000,4.85,1010975,股权激励实施,李海峰,高级管理人员,本人
115,2019-03-01,吴俊,250000,4.85,250000,股权激励实施,吴俊,高级管理人员,本人
116,2019-02-12,杨再龙,-100000,8.42,2310963,二级市场买卖,杨再龙,高级管理人员,本人
117,2019-02-12,余琰,-100000,--,510775,竞价交易,徐翠珍,副总经理,配偶
118,2019-02-12,周通,-50300,8.39,3160893,二级市场买卖,周通,董事,本人
119,2019-02-11,周通,-30000,8.01,3211193,二级市场买卖,周通,董事,本人
120,2019-01-30,周通,-60000,7.95,3241193,二级市场买卖,周通,董事,本人
121,2019-01-29,周通,-92000,8.04,3301193,二级市场买卖,周通,董事,本人
122,2019-01-15,仲伟迎,-72800,8.30,800094,二级市场买卖,仲伟迎,监事,本人
123,2019-01-11,仲伟迎,-68200,8.38,872894,二级市场买卖,仲伟迎,监事,本人
124,2019-01-10,杨再龙,-100000,8.21,2410963,二级市场买卖,杨再龙,高级管理人员,本人
125,2019-01-10,仲伟迎,-4000,8.40,941094,二级市场买卖,仲伟迎,监事,本人
126,2019-01-07,仲伟迎,-5000,8.27,945094,二级市场买卖,仲伟迎,监事,本人
127,2018-12-31,李海峰,200,--,610975,二级市场买入,李海峰,副总经理,本人
128,2018-03-05,厦门傲农投资有限公司,2649994,--,175446469,集中竞价,黄祖尧,副董事长,其他组织
